title,titleVF,youtube_url,category_id
Super Mario Galaxy,Comet Observatory 2 ,https://www.youtube.com/watch?v=AImuGOyEM6g,games
Super Mario Galaxy 2,Sky Station Galaxy,https://www.youtube.com/watch?v=Y5uGrLUr_3g,games
Super Mario Kart,Title Screen,https://www.youtube.com/watch?v=eyGQCjPF1-c,games
Super Mario Odyssey,"Jump Up, Super Star!",https://www.youtube.com/watch?v=e9r5hx47kxM,games
Super Mario Party,Introduction,https://www.youtube.com/watch?v=hL0JhdBJXU8,games
Super Mario Party Jamboree,Main Theme,https://www.youtube.com/watch?v=ASpNOnis6Co,games
Super Mario Sunshine,Delfino Plaza,https://www.youtube.com/watch?v=uVCAnYTkyIo,games
Super Mario World,Title Theme,https://www.youtube.com/watch?v=PXYIReEQ24g,games
Super Meat Boy,Forest Funk,https://www.youtube.com/watch?v=3xHttYIwocY,games
Super Metroid,Title Theme,https://www.youtube.com/watch?v=8NoEvgpvDQc,games
Super Princess Peach,Title Screen,https://www.youtube.com/watch?v=WJUHKbPcT0Y,games
Super Smash Bros. Brawl,Main Theme,https://www.youtube.com/watch?v=LFb3kCsy_-8,games
Super Smash Bros. Melee,Opening,https://www.youtube.com/watch?v=e_p6DDsVvk0,games
Super Smash Bros. Ultimate,Main Theme,https://www.youtube.com/watch?v=EhgDibw7vB4,games
Superhot,Zardonic - Superhot,https://www.youtube.com/watch?v=KXQSTjKyJio,games
Team Fortress 2,Main Theme,https://www.youtube.com/watch?v=PDM2qukzKwg,games
Tekken 8,My Last Stand,https://www.youtube.com/watch?v=9r3KK77vFgc,games
Temtem,Zadar,https://www.youtube.com/watch?v=or1vkJI9z3w,games
Terraria,Day,https://www.youtube.com/watch?v=x23I8f9PwlI,games
Tetris,Tetris Theme,https://www.youtube.com/watch?v=NmCCQxVBfyM,games
The Binding of Isaac,Theme,https://www.youtube.com/watch?v=of_2Bfh7ZhA,games
The Elder Scrolls IV Oblivion,Harvest Dawn,https://www.youtube.com/watch?v=XpJEg6MTPzc,games
The Elder Scrolls V : Skyrim,Far Horizons,https://www.youtube.com/watch?v=pPWVfCtnGyg,games
The Escapists 2,Main Theme,https://www.youtube.com/watch?v=TkM88tuTYxA,games
THE FINALS,The World’s Greatest Game Show,https://www.youtube.com/watch?v=2o-bwqYv9bk,games
The Last of Us,Gustavo Santaolalla - The Last of Us,https://www.youtube.com/watch?v=Pt1pOY3_W64,games
The Legend of Zelda,Theme Song,https://www.youtube.com/watch?v=cGufy1PAeTU,games
The Legend of Zelda : Breath of the Wild,Theme,https://www.youtube.com/watch?v=cPWBG6_jn4Y,games
The Legend of Zelda : Majora's Mask,"Clock Town Day 1, Day 2, Day 3 & Final Hours",https://www.youtube.com/watch?v=K0kXVfqPrLs,games
The Legend of Zelda : Ocarina of Time,Kokiri Forest,https://www.youtube.com/watch?v=aQ6Fq-LfDZQ,games
The Legend of Zelda : The Windwaker,Dragon Roost Island,https://www.youtube.com/watch?v=SXGGvsHq6iA,games
The Legend of Zelda : Twilight Princess,Hyrule Field,https://www.youtube.com/watch?v=t6JgG__XbRA,games
The Planet Crafter,Base Building,https://www.youtube.com/watch?v=iu1pT6Vrx2k,games
The Sims 2,Main Theme,https://www.youtube.com/watch?v=lF90l7zWHMg,games
The Sims 2 Castaway,Theme Song,https://www.youtube.com/watch?v=zY7NTVaeXA8,games
The Urbz: Sims in the City,Title Screen,https://www.youtube.com/watch?v=WQ0aMmxUPYE,games
The Witcher 3,Ladies of the Woods,https://www.youtube.com/watch?v=9FeZYagK4BQ,games
TheSims 3,Main Theme,https://www.youtube.com/watch?v=vZ3SmVpFSLQ,games
TheSims 4,It's the Sims,https://www.youtube.com/watch?v=pUUjACezjOY,games
Throne and Liberty,Throne Theme,https://www.youtube.com/watch?v=Yiftt78C2Uw,games
Tom Clancy's Rainbow Six : Siege,Paul Haslinger - Load Out,https://www.youtube.com/watch?v=g6T7T3AxqhM,games
Tomb Raider,Main Theme,https://www.youtube.com/watch?v=VIqvSNDIlTs,games
Tomodachi Life,Introduction/Local Play,https://www.youtube.com/watch?v=zEkEZTHIGkE,games
Trauma Center: Under the Knife,Main Menu Theme,https://www.youtube.com/watch?v=Jc21YEQfS1k,games
Trove,Peaceful Hub,https://www.youtube.com/watch?v=G4dHf6z8zBM,games
ULTRAKILL,That one part from War Without Reason,https://www.youtube.com/watch?v=dS-mwjziWpI,games
Uncharted 4,Nate's Theme 4.0,https://www.youtube.com/watch?v=YEZhF_98cIc,games
UNDERTALE,MEGALOVANIA,https://www.youtube.com/watch?v=0FCvzsVlXpQ,games
Uno,Main Menu,https://www.youtube.com/watch?v=xSE6dL27WTM,games
Unsolved Crimes,Select,https://www.youtube.com/watch?v=WeCs0Z0tXRE,games
Until Dawn,O' Death,https://www.youtube.com/watch?v=9DpdyXLJiiw,games
Unturned,Theme Song,https://www.youtube.com/watch?v=g8bgJzW7LfU,games
Use Your Words,Main Menu,https://www.youtube.com/watch?v=IC9cQynnbLo,games
V Rising,Main Theme,https://www.youtube.com/watch?v=sL0op_Sk9fI,games
Valheim,Sailing,https://www.youtube.com/watch?v=YHWiPt-3O3A,games
Valorant,Loading / Main Theme,https://www.youtube.com/watch?v=mx7fQOnt82E,games
Wakfu,Incarnam,https://www.youtube.com/watch?v=FyS6QIFkATc,games
WarioWare: Touched!,Opening,https://www.youtube.com/watch?v=x5jjXvRPHqM,games
Watch Dogs,DeFaLT - Chase Music,https://www.youtube.com/watch?v=O0J-j1IZJv8,games
Waven,Menu,https://www.youtube.com/watch?v=PpYSTImvCl4,games
Wii Party,Main Menu,https://www.youtube.com/watch?v=rAzRQ_2j9z8,games
Wii Sports,Title Screen,https://www.youtube.com/watch?v=GxFD9s7yVcU,games
Wii Sports Resort,Title Screen,https://www.youtube.com/watch?v=xnxqn22-qMk,games
World of Warcraft,Legends of Azeroth,https://www.youtube.com/watch?v=800be1ZmGd0,games
Worms - Open Warfare 2,Intro,https://www.youtube.com/watch?v=AgXuLmDkMAc,games
Xenoblade Chronicles,Main Theme,https://www.youtube.com/watch?v=erKkWGfEW9U,games
Yakuza,Baka Mitai,https://www.youtube.com/watch?v=g3jCAyPai2Y,games
Yoshi's Island,Athletic,https://www.youtube.com/watch?v=oKJ2EZnnZRE,games
Zenith: Nexus,Endgame Area,https://www.youtube.com/watch?v=2ieSlK1aXwM,games
ZeroRanger,The Sea Has Returned,https://www.youtube.com/watch?v=GlHKKdtLuqo,games
